,optionid,securityid,strike,expiration,callput,contractsize,date_traded,contract_price,asset_price,contract_volume,days_to_maturity,rate,volatility
66,165126932.0,701056.0,9600.0,2020-01-31,C,1.0,2020-01-24,34.0,9562.0,18.0,7.0,1.583201,0.0973063745
67,165126933.0,701056.0,9700.0,2020-01-31,C,1.0,2020-01-24,8.0,9562.0,50.0,7.0,1.583201,0.0973063745
68,165150152.0,701057.0,24400.0,2020-01-31,C,2.0,2020-01-24,35.0,23965.0,50.0,7.0,1.583201,0.1096386751
69,165150153.0,701057.0,24500.0,2020-01-31,C,2.0,2020-01-24,20.0,23965.0,93.0,7.0,1.583201,0.1096386751
70,165150154.0,701057.0,24600.0,2020-01-31,C,2.0,2020-01-24,10.0,23965.0,38.0,7.0,1.583201,0.1096386751
71,165152934.0,506497.0,6050.0,2020-01-31,C,10.0,2020-01-24,25.649999618530273,6024.259765625,25.0,7.0,1.583201,0.0841255253
72,165152936.0,506497.0,6075.0,2020-01-31,C,10.0,2020-01-24,15.40999984741211,6024.259765625,224.0,7.0,1.583201,0.0841255253
73,165152938.0,506497.0,6100.0,2020-01-31,C,10.0,2020-01-24,8.270000457763672,6024.259765625,50.0,7.0,1.583201,0.0841255253
74,165153032.0,506534.0,580.0,2020-01-31,C,100.0,2020-01-24,34.290000915527344,614.239990234375,10.0,7.0,1.583201,0.0949006966
75,165153036.0,506534.0,588.0,2020-01-31,C,100.0,2020-01-24,26.34000015258789,614.239990234375,3.0,7.0,1.583201,0.0949006966
76,165153038.0,506534.0,590.0,2020-01-31,C,100.0,2020-01-24,24.350000381469727,614.239990234375,7.0,7.0,1.583201,0.0949006966
77,165153042.0,506534.0,594.0,2020-01-31,C,100.0,2020-01-24,20.40999984741211,614.239990234375,7.0,7.0,1.583201,0.0949006966
78,165153044.0,506534.0,596.0,2020-01-31,C,100.0,2020-01-24,18.469999313354492,614.239990234375,9.0,7.0,1.583201,0.0949006966
79,165153048.0,506534.0,600.0,2020-01-31,C,100.0,2020-01-24,14.670000076293945,614.239990234375,42.0,7.0,1.583201,0.0949006966
80,165153050.0,506534.0,602.0,2020-01-31,C,100.0,2020-01-24,12.819999694824219,614.239990234375,28.0,7.0,1.583201,0.0949006966
81,165153052.0,506534.0,604.0,2020-01-31,C,100.0,2020-01-24,11.09000015258789,614.239990234375,26.0,7.0,1.583201,0.0949006966
82,165153054.0,506534.0,606.0,2020-01-31,C,100.0,2020-01-24,9.369999885559082,614.239990234375,54.0,7.0,1.583201,0.0949006966
83,165153056.0,506534.0,608.0,2020-01-31,C,100.0,2020-01-24,7.769999980926514,614.239990234375,90.0,7.0,1.583201,0.0949006966
84,165153058.0,506534.0,610.0,2020-01-31,C,100.0,2020-01-24,6.25,614.239990234375,293.0,7.0,1.583201,0.0949006966
85,165013349.0,504880.0,3800.0,2020-02-28,C,10.0,2020-02-21,25.399999618530273,3800.3798828125,753.0,7.0,1.602844,0.1648539629
86,165013350.0,504880.0,3825.0,2020-02-28,C,10.0,2020-02-21,13.199999809265137,3800.3798828125,1212.0,7.0,1.602844,0.1648539629
87,165013351.0,504880.0,3850.0,2020-02-28,C,10.0,2020-02-21,5.800000190734863,3800.3798828125,3384.0,7.0,1.602844,0.1648539629
88,165205498.0,504880.0,3800.0,2020-02-28,C,10.0,2020-02-21,25.200000762939453,3800.3798828125,7.0,7.0,1.602844,0.1648539629
89,165205499.0,504880.0,3825.0,2020-02-28,C,10.0,2020-02-21,13.199999809265137,3800.3798828125,495.0,7.0,1.602844,0.1648539629
90,165205500.0,504880.0,3850.0,2020-02-28,C,10.0,2020-02-21,5.800000190734863,3800.3798828125,2302.0,7.0,1.602844,0.1648539629
91,165206012.0,506496.0,13750.0,2020-02-28,C,5.0,2020-02-21,31.600000381469727,13579.330078125,301.0,7.0,1.602844,0.168596357
92,165206013.0,506496.0,13800.0,2020-02-28,C,5.0,2020-02-21,20.600000381469727,13579.330078125,1642.0,7.0,1.602844,0.168596357
93,165206014.0,506496.0,13850.0,2020-02-28,C,5.0,2020-02-21,12.899999618530273,13579.330078125,1251.0,7.0,1.602844,0.168596357
94,165206015.0,506496.0,13900.0,2020-02-28,C,5.0,2020-02-21,7.699999809265137,13579.330078125,3348.0,7.0,1.602844,0.168596357
95,165208655.0,702263.0,1855.0,2020-02-28,C,100.0,2020-02-21,28.25,1875.4029541015625,13.0,7.0,1.602844,0.1487982407
96,165208663.0,702263.0,1895.0,2020-02-28,C,100.0,2020-02-21,6.199999809265137,1875.4029541015625,5.0,7.0,1.602844,0.1487982407
97,165212712.0,702263.0,1910.0,2020-02-28,C,100.0,2020-02-21,5.800000190734863,1875.4029541015625,70.0,7.0,1.602844,0.1487982407
98,165231116.0,701056.0,10100.0,2020-02-28,C,1.0,2020-02-21,17.0,9860.0,6.0,7.0,1.602844,0.1481968037
99,165253538.0,701057.0,25400.0,2020-02-28,C,2.0,2020-02-21,34.0,24757.0,91.0,7.0,1.602844,0.201249973
100,165253539.0,701057.0,25500.0,2020-02-28,C,2.0,2020-02-21,22.0,24757.0,128.0,7.0,1.602844,0.201249973
101,165253540.0,701057.0,25600.0,2020-02-28,C,2.0,2020-02-21,14.0,24757.0,68.0,7.0,1.602844,0.201249973
102,165253541.0,701057.0,25700.0,2020-02-28,C,2.0,2020-02-21,8.0,24757.0,228.0,7.0,1.602844,0.201249973
103,165268990.0,701057.0,26100.0,2020-02-28,C,2.0,2020-02-21,6.0,24757.0,11.0,7.0,1.602844,0.201249973
104,165271520.0,701057.0,26200.0,2020-02-28,C,2.0,2020-02-21,6.0,24757.0,21.0,7.0,1.602844,0.201249973
105,165258057.0,506497.0,6100.0,2020-02-28,C,10.0,2020-02-21,16.459999084472656,6029.72021484375,25.0,7.0,1.602844,0.1510310363
106,165258131.0,506534.0,580.0,2020-02-28,C,100.0,2020-02-21,37.400001525878906,617.3300170898438,14.0,7.0,1.602844,0.1645093677
107,165258135.0,506534.0,595.0,2020-02-28,C,100.0,2020-02-21,22.790000915527344,617.3300170898438,22.0,7.0,1.602844,0.1645093677
108,165258137.0,506534.0,600.0,2020-02-28,C,100.0,2020-02-21,18.139999389648438,617.3300170898438,12.0,7.0,1.602844,0.1645093677
109,165258139.0,506534.0,602.0,2020-02-28,C,100.0,2020-02-21,16.31999969482422,617.3300170898438,30.0,7.0,1.602844,0.1645093677
110,165258141.0,506534.0,604.0,2020-02-28,C,100.0,2020-02-21,14.550000190734863,617.3300170898438,32.0,7.0,1.602844,0.1645093677
111,165258143.0,506534.0,606.0,2020-02-28,C,100.0,2020-02-21,12.819999694824219,617.3300170898438,26.0,7.0,1.602844,0.1645093677
112,165258145.0,506534.0,608.0,2020-02-28,C,100.0,2020-02-21,11.149999618530273,617.3300170898438,39.0,7.0,1.602844,0.1645093677
113,165258147.0,506534.0,610.0,2020-02-28,C,100.0,2020-02-21,9.550000190734863,617.3300170898438,93.0,7.0,1.602844,0.1645093677
114,165258149.0,506534.0,612.0,2020-02-28,C,100.0,2020-02-21,8.039999961853027,617.3300170898438,76.0,7.0,1.602844,0.1645093677
115,165258151.0,506534.0,614.0,2020-02-28,C,100.0,2020-02-21,6.730000019073486,617.3300170898438,110.0,7.0,1.602844,0.1645093677
116,165258153.0,506534.0,616.0,2020-02-28,C,100.0,2020-02-21,5.449999809265137,617.3300170898438,228.0,7.0,1.602844,0.1645093677
117,165114410.0,506534.0,582.0,2020-01-10,C,100.0,2020-01-03,29.1299991607666,611.0599975585938,11.0,7.0,1.610699,0.1072210919
118,165119345.0,504880.0,3650.0,2020-02-07,C,10.0,2020-01-31,30.299999237060547,3640.909912109375,1154.0,7.0,1.610952,0.1467925985
119,165119346.0,504880.0,3675.0,2020-02-07,C,10.0,2020-01-31,18.399999618530273,3640.909912109375,3105.0,7.0,1.610952,0.1467925985
120,165119347.0,504880.0,3700.0,2020-02-07,C,10.0,2020-01-31,9.699999809265137,3640.909912109375,1648.0,7.0,1.610952,0.1467925985
121,165119771.0,506496.0,13200.0,2020-02-07,C,5.0,2020-01-31,39.79999923706055,12981.9697265625,395.0,7.0,1.610952,0.1615825649
122,165119772.0,506496.0,13250.0,2020-02-07,C,5.0,2020-01-31,27.700000762939453,12981.9697265625,169.0,7.0,1.610952,0.1615825649
123,165119773.0,506496.0,13300.0,2020-02-07,C,5.0,2020-01-31,18.700000762939453,12981.9697265625,2822.0,7.0,1.610952,0.1615825649
124,165119774.0,506496.0,13350.0,2020-02-07,C,5.0,2020-01-31,12.300000190734863,12981.9697265625,1595.0,7.0,1.610952,0.1615825649
125,165119775.0,506496.0,13400.0,2020-02-07,C,5.0,2020-01-31,8.0,12981.9697265625,1026.0,7.0,1.610952,0.1615825649
126,165119776.0,506496.0,13450.0,2020-02-07,C,5.0,2020-01-31,5.099999904632568,12981.9697265625,504.0,7.0,1.610952,0.1615825649
127,165121655.0,702263.0,1770.0,2020-02-07,C,100.0,2020-01-31,27.0,1785.824951171875,6.0,7.0,1.610952,0.1547169558
128,165121656.0,702263.0,1775.0,2020-02-07,C,100.0,2020-01-31,35.0,1785.824951171875,3.0,7.0,1.610952,0.1547169558
129,165121657.0,702263.0,1780.0,2020-02-07,C,100.0,2020-01-31,20.75,1785.824951171875,5.0,7.0,1.610952,0.1547169558
130,165121665.0,702263.0,1820.0,2020-02-07,C,100.0,2020-01-31,6.599999904632568,1785.824951171875,35.0,7.0,1.610952,0.1547169558
131,165141448.0,701056.0,9500.0,2020-02-07,C,1.0,2020-01-31,25.0,9367.900390625,18.0,7.0,1.610952,0.1233487419
132,165141449.0,701056.0,9600.0,2020-02-07,C,1.0,2020-01-31,7.0,9367.900390625,6.0,7.0,1.610952,0.1233487419
133,165200074.0,701057.0,23900.0,2020-02-07,C,2.0,2020-01-31,30.0,23233.0,56.0,7.0,1.610952,0.1751049429
134,165200075.0,701057.0,24000.0,2020-02-07,C,2.0,2020-01-31,19.0,23233.0,72.0,7.0,1.610952,0.1751049429
135,165200076.0,701057.0,24100.0,2020-02-07,C,2.0,2020-01-31,12.0,23233.0,27.0,7.0,1.610952,0.1751049429
136,165200077.0,701057.0,24200.0,2020-02-07,C,2.0,2020-01-31,7.0,23233.0,13.0,7.0,1.610952,0.1751049429
137,165200080.0,701057.0,24500.0,2020-02-07,C,2.0,2020-01-31,6.0,23233.0,33.0,7.0,1.610952,0.1751049429
138,165206090.0,506497.0,5900.0,2020-02-07,C,10.0,2020-01-31,18.389999389648438,5806.33984375,60.0,7.0,1.610952,0.1318002886
139,165206200.0,506534.0,550.0,2020-02-07,C,100.0,2020-01-31,39.650001525878906,589.5,4.0,7.0,1.610952,0.1297025442
140,165206202.0,506534.0,560.0,2020-02-07,C,100.0,2020-01-31,29.889999389648438,589.5,4.0,7.0,1.610952,0.1297025442
141,165206204.0,506534.0,570.0,2020-02-07,C,100.0,2020-01-31,20.489999771118164,589.5,5.0,7.0,1.610952,0.1297025442
142,165206206.0,506534.0,575.0,2020-02-07,C,100.0,2020-01-31,16.049999237060547,589.5,3.0,7.0,1.610952,0.1297025442
143,165206208.0,506534.0,580.0,2020-02-07,C,100.0,2020-01-31,11.90999984741211,589.5,18.0,7.0,1.610952,0.1297025442
144,165206210.0,506534.0,582.0,2020-02-07,C,100.0,2020-01-31,10.359999656677246,589.5,5.0,7.0,1.610952,0.1297025442
145,165206212.0,506534.0,584.0,2020-02-07,C,100.0,2020-01-31,8.899999618530273,589.5,5.0,7.0,1.610952,0.1297025442
146,165206214.0,506534.0,586.0,2020-02-07,C,100.0,2020-01-31,7.519999980926514,589.5,66.0,7.0,1.610952,0.1297025442
147,165206216.0,506534.0,588.0,2020-02-07,C,100.0,2020-01-31,6.25,589.5,27.0,7.0,1.610952,0.1297025442
148,165206218.0,506534.0,590.0,2020-02-07,C,100.0,2020-01-31,5.090000152587891,589.5,330.0,7.0,1.610952,0.1297025442
149,165215502.0,506534.0,576.0,2020-02-07,C,100.0,2020-01-31,15.1899995803833,589.5,4.0,7.0,1.610952,0.1297025442
150,165218360.0,506534.0,574.0,2020-02-07,C,100.0,2020-01-31,16.90999984741211,589.5,36.0,7.0,1.610952,0.1297025442
151,165119744.0,506496.0,13750.0,2020-12-18,C,5.0,2020-12-11,5.400000095367432,13114.2998046875,136.0,7.0,0.100759,0.0990185162
152,165147751.0,782358.0,820.0,2020-12-18,C,100.0,2020-12-11,13.25,830.2000122070312,100.0,7.0,0.100759,0.1544174516
153,165230017.0,506497.0,5650.0,2020-12-18,C,10.0,2020-12-11,14.270000457763672,5507.5498046875,24.0,7.0,0.100759,0.1191701185
154,174082395.0,506497.0,5575.0,2020-12-18,C,10.0,2020-12-11,36.540000915527344,5507.5498046875,52.0,7.0,0.100759,0.1191701185
155,174091408.0,506497.0,5625.0,2020-12-18,C,10.0,2020-12-11,19.700000762939453,5507.5498046875,19.0,7.0,0.100759,0.1191701185
156,165330880.0,506528.0,6650.0,2020-12-18,C,10.0,2020-12-11,31.0,6546.75,762.0,7.0,0.100759,0.149820318
157,165330881.0,506528.0,6675.0,2020-12-18,C,10.0,2020-12-11,24.0,6546.75,114.0,7.0,0.100759,0.149820318
158,165330882.0,506528.0,6725.0,2020-12-18,C,10.0,2020-12-11,13.5,6546.75,523.0,7.0,0.100759,0.149820318
159,165330883.0,506528.0,6750.0,2020-12-18,C,10.0,2020-12-11,10.0,6546.75,26.0,7.0,0.100759,0.149820318
160,165347688.0,504871.0,230.0,2020-12-18,C,50.0,2020-12-11,10.600000381469727,238.58999633789062,100.0,7.0,0.100759,0.3083902183
161,166072124.0,504890.0,57.5,2020-12-18,C,50.0,2020-12-11,16.450000762939453,74.02999877929688,5.0,7.0,0.100759,0.3072416556
162,166157725.0,504890.0,62.5,2020-12-18,C,50.0,2020-12-11,11.5,74.02999877929688,78.0,7.0,0.100759,0.3072416556
163,173824210.0,504890.0,68.0,2020-12-18,C,50.0,2020-12-11,6.150000095367432,74.02999877929688,1151.0,7.0,0.100759,0.3072416556
164,166098022.0,504880.0,3525.0,2020-12-18,C,10.0,2020-12-11,23.600000381469727,3485.840087890625,7827.0,7.0,0.100759,0.0958986213
165,166098023.0,504880.0,3575.0,2020-12-18,C,10.0,2020-12-11,8.0,3485.840087890625,8387.0,7.0,0.100759,0.0958986213
166,166162747.0,506534.0,590.0,2020-12-18,C,100.0,2020-12-11,26.100000381469727,614.4600219726562,855.0,7.0,0.100759,0.0851354647
167,173767353.0,506534.0,610.0,2020-12-18,C,100.0,2020-12-11,9.579999923706055,614.4600219726562,720.0,7.0,0.100759,0.0851354647
168,173869505.0,506534.0,610.0,2020-12-18,C,10.0,2020-12-11,9.579999923706055,614.4600219726562,5.0,7.0,0.100759,0.0851354647
169,173893402.0,506534.0,585.0,2020-12-18,C,100.0,2020-12-11,30.559999465942383,614.4600219726562,14.0,7.0,0.100759,0.0851354647
170,173893404.0,506534.0,595.0,2020-12-18,C,100.0,2020-12-11,21.440000534057617,614.4600219726562,62.0,7.0,0.100759,0.0851354647
171,173893406.0,506534.0,605.0,2020-12-18,C,100.0,2020-12-11,13.170000076293945,614.4600219726562,59.0,7.0,0.100759,0.0851354647
172,173987762.0,506534.0,615.0,2020-12-18,C,100.0,2020-12-11,6.5,614.4600219726562,2198.0,7.0,0.100759,0.0851354647
173,174124378.0,506534.0,582.0,2020-12-18,C,100.0,2020-12-11,33.400001525878906,614.4600219726562,8.0,7.0,0.100759,0.0851354647
174,174124384.0,506534.0,588.0,2020-12-18,C,100.0,2020-12-11,27.760000228881836,614.4600219726562,21.0,7.0,0.100759,0.0851354647
175,174124388.0,506534.0,594.0,2020-12-18,C,100.0,2020-12-11,22.34000015258789,614.4600219726562,4.0,7.0,0.100759,0.0851354647
176,174124390.0,506534.0,596.0,2020-12-18,C,100.0,2020-12-11,20.56999969482422,614.4600219726562,8.0,7.0,0.100759,0.0851354647
177,174124392.0,506534.0,598.0,2020-12-18,C,100.0,2020-12-11,18.850000381469727,614.4600219726562,33.0,7.0,0.100759,0.0851354647
178,174124394.0,506534.0,602.0,2020-12-18,C,100.0,2020-12-11,15.550000190734863,614.4600219726562,8.0,7.0,0.100759,0.0851354647
179,174124396.0,506534.0,604.0,2020-12-18,C,100.0,2020-12-11,13.960000038146973,614.4600219726562,40.0,7.0,0.100759,0.0851354647
180,174124398.0,506534.0,606.0,2020-12-18,C,100.0,2020-12-11,12.420000076293945,614.4600219726562,54.0,7.0,0.100759,0.0851354647
181,174124400.0,506534.0,608.0,2020-12-18,C,100.0,2020-12-11,10.960000038146973,614.4600219726562,69.0,7.0,0.100759,0.0851354647
182,174124402.0,506534.0,612.0,2020-12-18,C,100.0,2020-12-11,8.210000038146973,614.4600219726562,289.0,7.0,0.100759,0.0851354647
183,174124404.0,506534.0,614.0,2020-12-18,C,100.0,2020-12-11,6.96999979019165,614.4600219726562,740.0,7.0,0.100759,0.0851354647
184,174124406.0,506534.0,616.0,2020-12-18,C,100.0,2020-12-11,5.880000114440918,614.4600219726562,1377.0,7.0,0.100759,0.0851354647
185,173731129.0,702263.0,1870.0,2020-12-18,C,100.0,2020-12-11,34.0,1890.9000244140625,485.0,7.0,0.100759,0.0837129483
186,173731130.0,702263.0,1890.0,2020-12-18,C,100.0,2020-12-11,19.5,1890.9000244140625,27.0,7.0,0.100759,0.0837129483
187,173731131.0,702263.0,1910.0,2020-12-18,C,100.0,2020-12-11,12.5,1890.9000244140625,113.0,7.0,0.100759,0.0837129483
188,173731132.0,702263.0,1930.0,2020-12-18,C,100.0,2020-12-11,5.699999809265137,1890.9000244140625,60.0,7.0,0.100759,0.0837129483
189,174026526.0,702263.0,1875.0,2020-12-18,C,100.0,2020-12-11,20.5,1890.9000244140625,38.0,7.0,0.100759,0.0837129483
190,174026527.0,702263.0,1885.0,2020-12-18,C,100.0,2020-12-11,18.5,1890.9000244140625,4.0,7.0,0.100759,0.0837129483
191,174026528.0,702263.0,1895.0,2020-12-18,C,100.0,2020-12-11,20.0,1890.9000244140625,44.0,7.0,0.100759,0.0837129483
192,174026530.0,702263.0,1915.0,2020-12-18,C,100.0,2020-12-11,9.5,1890.9000244140625,46.0,7.0,0.100759,0.0837129483
193,174069424.0,701057.0,22750.0,2020-12-18,C,2.0,2020-12-11,6.0,21700.0,11.0,7.0,0.100759,0.1312356346
194,174069425.0,701057.0,23250.0,2020-12-18,C,2.0,2020-12-11,8.0,21700.0,200.0,7.0,0.100759,0.1312356346
